9.017301587301587	9.017301587301587	B
9.01732426303855	9.01732426303855	B
9.01734693877551	9.01734693877551	B
9.01766439909297	9.01766439909297	B
9.018095238095238	9.018095238095238	B
9.0181179138322	9.0181179138322	B
9.025147392290249	9.025147392290249	B
9.144512471655329	9.144512471655329	B
9.149251700680272	9.149251700680272	B
9.149274376417234	9.149274376417234	B
10.3159410430839	10.3159410430839	B
10.315963718820862	10.315963718820862	B
10.316122448979591	10.316122448979591	B
10.321927437641722	10.321927437641722	B
10.323832199546485	10.323832199546485	B
10.323854875283446	10.323854875283446	B
10.892312925170067	10.892312925170067	B
10.892562358276644	10.892562358276644	B
10.892585034013605	10.892585034013605	B
10.892607709750568	10.892607709750568	B
10.895102040816326	10.895102040816326	B
10.895124716553289	10.895124716553289	B
10.89514739229025	10.89514739229025	B
10.89517006802721	10.89517006802721	B
10.895192743764172	10.895192743764172	B
10.895215419501135	10.895215419501135	B
10.895238095238096	10.895238095238096	B
10.89530612244898	10.89530612244898	B
10.895328798185941	10.895328798185941	B
10.895351473922902	10.895351473922902	B
10.895374149659864	10.895374149659864	B
10.895396825396825	10.895396825396825	B
10.89546485260771	10.89546485260771	B
10.896303854875283	10.896303854875283	B
10.896326530612244	10.896326530612244	B
10.896349206349207	10.896349206349207	B
10.896371882086168	10.896371882086168	B
10.896394557823129	10.896394557823129	B
10.89641723356009	10.89641723356009	B
10.896439909297053	10.896439909297053	B
10.896462585034014	10.896462585034014	B
10.896485260770975	10.896485260770975	B
10.896507936507936	10.896507936507936	B
10.896530612244899	10.896530612244899	B
10.89655328798186	10.89655328798186	B
10.89657596371882	10.89657596371882	B
10.896598639455782	10.896598639455782	B
10.896621315192744	10.896621315192744	B
10.896643990929705	10.896643990929705	B
11.472947845804988	11.472947845804988	B
11.47297052154195	11.47297052154195	B
12.626485260770975	12.626485260770975	B
12.626507936507936	12.626507936507936	B
12.626598639455782	12.626598639455782	B
12.626621315192743	12.626621315192743	B
12.626643990929706	12.626643990929706	B
12.627777777777778	12.627777777777778	B
12.62780045351474	12.62780045351474	B
12.628208616780045	12.628208616780045	B
12.628231292517007	12.628231292517007	B
13.208027210884353	13.208027210884353	B
13.208049886621316	13.208049886621316	B
13.208072562358277	13.208072562358277	B
13.21108843537415	13.21108843537415	B
13.21111111111111	13.21111111111111	B
13.211473922902494	13.211473922902494	B
13.211496598639457	13.211496598639457	B
13.774467120181406	13.774467120181406	B
13.774489795918367	13.774489795918367	B
